"CO_MUNICIPIO_RESIDENCIA","MUNICIPIO","MEDIA_FINAL","MEDIA_CN","MEDIA_CH","MEDIA_LC","MEDIA_MT","MEDIA_REDACAO"
1304062,"TABATINGA",2356.10024271845,448.224514563107,495.816262135922,482.878155339806,436.608495145631,492.572815533981
1304104,"TAPAUÁ",2428.23,442.996666666667,500.9,493.717333333333,452.616,538
1304203,"TEFÉ",2437.91399825022,453.753543307087,510.149693788276,497.542782152231,444.481977252843,531.986001749781
1304237,"TONANTINS",2235.54428571429,432.464857142857,463.907142857143,456.779428571429,422.221428571429,460.171428571429
1304260,"UARINI",2235.43493975904,434.14578313253,465.332530120482,453.726506024096,429.459036144578,452.771084337349
1304302,"URUCARÁ",2342.95746268657,438.415298507463,487.854104477612,474.734701492537,436.72947761194,505.223880597015
1304401,"URUCURITUBA",2311.25209125475,440.41216730038,485.721673003802,469.731178707224,430.139923954373,485.247148288973
1400027,"AMAJARI",2315.80212765957,458.214893617021,500.257446808511,473.278723404255,427.455319148936,456.595744680851
1400050,"ALTO ALEGRE",2355.55493562232,456.690128755365,483.961373390558,477.696137339056,451.799570815451,485.407725321888
1400100,"BOA VISTA",2503.02324544836,470.100974541059,524.249452292816,511.148666616303,472.498768603158,525.025383395029
1400159,"BONFIM",2365.56097560976,447.681707317073,497.207317073171,486.565853658537,436.301219512195,497.80487804878
1400175,"CANTÁ",2415.35833333333,448.765625,510.539583333333,492.282291666667,455.020833333333,508.75
1400209,"CARACARAÍ",2416.59448275862,459.816551724138,503.384137931034,494.887586206897,452.299310344828,506.206896551724
1400233,"CAROEBE",2311.7664,446.4512,476.3296,476.208,440.6176,472.16
1400282,"IRACEMA",2358.11228070175,443.101754385965,498.108771929824,490.649122807018,427.656140350877,498.59649122807
1400308,"MUCAJAÍ",2367.28927038627,449.651931330472,502.224892703863,486.303862660944,450.224463519313,478.884120171674
1400407,"NORMANDIA",2328.6225,443.75,497.31,466.0825,426.48,495
1400456,"PACARAIMA",2472.25714285714,452.236507936508,520.444444444445,512.585714285714,458.736507936508,528.253968253968
1400472,"RORAINÓPOLIS",2393.32083333333,458.362083333333,505.96875,488.281666666667,448.041666666667,492.666666666667
1400506,"SÃO JOÃO DA BALIZA",2329.61833333333,440.196666666667,479.4425,479.669166666667,441.143333333333,489.166666666667
1400605,"SÃO LUIZ",2357.26764705882,444.145588235294,486.094117647059,483.4,448.922058823529,494.705882352941
1400704,"UIRAMUTÃ",2234.56153846154,408.623076923077,464.169230769231,473.815384615385,432.569230769231,455.384615384615
1500107,"ABAETETUBA",2448.57546125461,460.669415271076,514.902384331536,493.903533919955,452.579406755606,526.520720976441
1500131,"ABEL FIGUEIREDO",2366.80939597315,447.973825503356,495.608724832215,481.011409395973,450.403355704698,491.812080536913
1500206,"ACARÁ",2364.58172972973,445.029621621622,499.157621621622,487.481621621622,446.535567567568,486.377297297297
1500305,"AFUÁ",2351.7813559322,439.412429378531,493.606779661017,483.224858757062,438.58813559322,496.949152542373
1500347,"ÁGUA AZUL DO NORTE",2280.07448979592,438.224489795918,480.2,470.413265306122,436.236734693878,455
1500404,"ALENQUER",2367.78141086749,445.185128693994,499.496568160153,487.866062917064,441.730314585319,493.503336510963
1500503,"ALMEIRIM",2401.65947712418,454.573366013072,505.102287581699,491.410130718954,450.802450980392,499.771241830065
1500602,"ALTAMIRA",2436.53452357467,458.224975340304,512.390234760308,500.191753797593,459.084434799763,506.643124876702
1500701,"ANAJÁS",2303.11021276596,436.041063829787,494.392127659574,472.317872340426,436.274042553191,464.085106382979
1500800,"ANANINDEUA",2534.21193414223,475.050706355481,535.329546626336,514.373168803492,471.149572062008,538.308940294916
1500859,"ANAPU",2350.1512605042,451.449159663865,495.026890756303,484.01512605042,441.256722689076,478.403361344538
1500909,"AUGUSTO CORRÊA",2376.29915413534,453.701597744361,498.98477443609,483.356672932331,443.113251879699,497.142857142857
1500958,"AURORA DO PARÁ",2346.60784313726,448.725245098039,491.074019607843,480.163235294118,446.792401960784,479.852941176471
1501006,"AVEIRO",2341.93428571429,449.43,491.811428571429,471.298571428571,436.251428571429,493.142857142857
1501105,"BAGRE",2339.93660933661,443.538329238329,489.352088452088,474.324324324324,440.731695331695,491.990171990172
1501204,"BAIÃO",2359.03286147624,449.35187057634,491.600808897877,478.005358948433,444.536905965622,495.537917087968
1501253,"BANNACH",2342.08787878788,442.821212121212,486.790909090909,487.324242424242,454.242424242424,470.909090909091
1501303,"BARCARENA",2468.32672373901,465.413627950023,522.435099490976,504.319180934752,462.313373438223,513.845441925035
1501402,"BELÉM",2559.1165624778,478.516697449741,538.99639127655,516.381441358244,476.368429589638,548.853602803628
1501451,"BELTERRA",2451.15802816901,456.462535211268,512.762816901409,497.992112676056,454.644788732394,529.295774647887
1501501,"BENEVIDES",2494.92572754112,469.66081822016,525.857528469,506.231547870097,460.098228595529,533.077604386335
1501576,"BOM JESUS DO TOCANTINS",2379.12857142857,453.33984962406,496.981578947368,492.545488721804,450.096240601504,486.165413533835
1501600,"BONITO",2354.20190839695,442.410687022901,493.641984732824,479.904580152672,444.504198473282,493.740458015267
1501709,"BRAGANÇA",2430.83535921626,463.469484760523,509.953283744557,489.952104499274,450.434179970972,517.026306240929
1501725,"BRASIL NOVO",2376.93064876957,449.689485458613,501.583668903803,486.998657718121,447.920581655481,490.738255033557
1501758,"BREJO GRANDE DO ARAGUAIA",2361.7380952381,447.835714285714,485.195238095238,486.004761904762,450.321428571428,492.380952380952
1501782,"BREU BRANCO",2373.29525423729,450.196384180791,499.428248587571,488.67988700565,450.018983050847,484.971751412429
1501808,"BREVES",2396.72385957066,449.000424865832,507.841346153846,487.666994633274,448.494163685152,503.720930232558
1501907,"BUJARU",2368.06088709677,450.690053763441,497.647580645161,484.045295698925,447.936021505376,487.741935483871
1501956,"CACHOEIRA DO PIRIÁ",2414.48928571429,458.741666666667,506.942857142857,486.626190476191,450.75,511.428571428571
1502004,"CACHOEIRA DO ARARI",2330.45,447.761413043478,487.714945652174,473.632880434783,443.623369565217,477.717391304348
1502103,"CAMETÁ",2390.78895559899,454.578525551522,503.707497905613,482.313739179,448.212510471935,501.976682490924
1502152,"CANAÃ DOS CARAJÁS",2470.43145720894,465.12567463377,519.909946029298,503.315497301465,471.995528141866,510.084811102544
1502202,"CAPANEMA",2464.58620689655,465.099096083026,519.428557080683,498.495848677603,459.05182457315,522.510880482089
1502301,"CAPITÃO POÇO",2429.31797014925,460.602567164179,510.450746268657,491.537313432836,455.360179104478,511.367164179104
1502400,"CASTANHAL",2539.70106747999,475.54046257466,535.05174736307,512.534553310459,469.187851061126,547.38645317067
1502509,"CHAVES",2359.57384615385,435.487692307692,493.984615384615,485.850769230769,432.558461538462,511.692307692308
1502608,"COLARES",2362.23044619423,450.469291338583,501.504724409449,485.814960629921,445.438845144357,479.002624671916
1502707,"CONCEIÇÃO DO ARAGUAIA",2360.77889404812,450.896496411988,501.308906711693,485.050105529759,447.778345293373,475.745040101309
1502756,"CONCÓRDIA DO PARÁ",2373.55531135531,449.106715506716,502.464346764347,491.366788766789,444.024053724054,486.593406593407
1502764,"CUMARU DO NORTE",2255.106,432.44,469.95,465.286,441.83,445.6
1502772,"CURIONÓPOLIS",2402.25521978022,453.832692307692,508.391758241758,498.946703296703,454.985164835165,486.098901098901
1502806,"CURRALINHO",2311.17103825137,438.775081967213,485.230601092896,474.128852459016,439.484590163934,473.551912568306
1502855,"CURUÁ",2298.57959183673,442.179591836735,485.136054421769,477.080952380952,426.155782312925,468.027210884354
1502905,"CURUÇÁ",2436.13139407245,461.43468715697,511.60724478595,498.372228320527,448.574533479693,516.142700329308
1502939,"DOM ELISEU",2431.04570673712,457.57820343461,510.995904887715,498.359445178335,460.994583883752,503.117569352708
1502954,"ELDORADO DO CARAJÁS",2348.36735159817,449.222831050228,492.525342465753,484.220319634703,450.115753424658,472.283105022831
1503002,"FARO",2382.91263157895,447.64,496.948421052632,482.414736842105,442.225263157895,513.684210526316
1503044,"FLORESTA DO ARAGUAIA",2344.99325153374,442.439570552147,489.66963190184,480.853374233129,448.717791411043,483.312883435583
1503077,"GARRAFÃO DO NORTE",2372.7345177665,450.965482233503,496.37385786802,486.692893401015,445.555076142132,493.147208121827
1503093,"GOIANÉSIA DO PARÁ",2393.59574898785,451.096356275304,505.438259109312,491.333805668016,453.257692307692,492.46963562753
1503101,"GURUPÁ",2308.83225806452,436.468548387097,484.350806451613,460.306451612903,432.867741935484,494.838709677419
1503200,"IGARAPÉ-AÇU",2418.91980360066,461.067184942717,508.178314238952,492.950900163666,448.426350245499,508.29705400982
1503309,"IGARAPÉ-MIRI",2369.64640460211,448.723633748802,494.94472674976,483.354074784276,442.463374880153,500.160594439118
1503408,"INHANGAPI",2433.96397515528,461.140372670808,511.478260869565,497.847826086957,445.98198757764,517.515527950311
1503457,"IPIXUNA DO PARÁ",2365.48776595745,450.194326241135,498.245035460993,487.205141843972,444.80780141844,485.035460992908
1503507,"IRITUIA",2380.39897959184,450.876275510204,502.230994897959,487.057015306123,439.341836734694,500.892857142857
1503606,"ITAITUBA",2402.29254385965,452.43485380117,506.706549707602,492.93932748538,449.404795321637,500.80701754386
1503705,"ITUPIRANGA",2360.38994708995,447.860952380952,499.814708994709,485.274285714286,449.429417989418,478.010582010582
1503754,"JACAREACANGA",2295.35303030303,445.228787878788,484.472727272727,473.187878787879,440.342424242424,452.121212121212
1503804,"JACUNDÁ",2399.97708779443,450.607566024269,506.657458957887,495.317344753747,455.517487508922,491.877230549607
1503903,"JURUTI",2381.9373433584,451.683542188805,500.462823725982,484.185964912281,449.209022556391,496.395989974937
1504000,"LIMOEIRO DO AJURU",2325.05726569218,446.158985382631,489.397506448839,474.723129836629,439.145657781599,475.631986242476
1504059,"MÃE DO RIO",2406.42336903603,455.773417721519,504.468159688413,492.226679649465,453.812950340798,500.142161635833
1504109,"MAGALHÃES BARATA",2363.40757575758,452.081818181818,495.672727272727,483.673484848485,443.494696969697,488.484848484848
1504208,"MARABÁ",2452.36821852732,460.814940617577,518.773840063341,501.393079968329,462.729429928741,508.656927949327
1504307,"MARACANÃ",2394.1987012987,455.45974025974,501.763203463204,489.704906204906,441.218903318903,506.051948051948
1504406,"MARAPANIM",2363.4880952381,452.693121693122,490.747883597884,481.725661375661,440.437830687831,497.883597883598
1504422,"MARITUBA",2468.88539228435,464.434156913741,522.960988296489,506.067728651929,460.044538361509,515.377980060685
1504455,"MEDICILÂNDIA",2383.87456647399,450.793063583815,500.195086705202,490.174855491329,456.98901734104,485.722543352601
1504505,"MELGAÇO",2321.89409448819,440.921850393701,489.774409448819,475.61062992126,434.091141732284,481.496062992126
1504604,"MOCAJUBA",2347.32720629567,445.039685216414,494.760539629005,481.294210230466,444.512703766161,481.720067453626
1504703,"MOJU",2381.02032293987,452.364755011136,502.675111358575,487.94420935412,447.423775055679,490.612472160356
1504752,"MOJUÍ DOS CAMPOS",2439.02292490118,453.926877470356,515.187747035573,500.067984189723,454.346245059288,515.494071146245
1504802,"MONTE ALEGRE",2380.92638724912,447.331582054309,498.202951593861,484.517119244392,446.789728453365,504.085005903188
1504901,"MUANÁ",2328.43374233129,451.41390593047,489.547239263804,478.655419222904,440.80081799591,468.0163599182
1504950,"NOVA ESPERANÇA DO PIRIÁ",2343.13534482759,446.347844827586,487.471120689655,482.419396551724,448.707327586207,478.189655172414
1504976,"NOVA IPIXUNA",2399.79438596491,451.84,508.742105263158,496.775438596491,457.454385964912,484.982456140351
1505007,"NOVA TIMBOTEUA",2470.02063492063,462.155952380952,516.00873015873,490.934523809524,445.127777777778,555.793650793651
1505031,"NOVO PROGRESSO",2431.64031413613,460.167015706806,514.187696335079,500.918586387435,468.016230366492,488.350785340314
1505064,"NOVO REPARTIMENTO",2363.71084462982,450.653806047966,496.701876955162,483.726173096976,455.277580813347,477.351407716371
1505106,"ÓBIDOS",2387.07470709855,445.948793935217,499.601654031702,488.157615437629,446.612680909718,506.753962784287
1505205,"OEIRAS DO PARÁ",2360.81313703284,445.541562853907,497.744733861835,481.120158550396,446.282106455266,490.124575311438
